surp_csv_name,counterbalance
csv_files/surprise_csv_files/surpriseTable_row303.csv,A
csv_files/surprise_csv_files/surpriseTable_row100.csv,A
csv_files/surprise_csv_files/surpriseTable_row46.csv,A
csv_files/surprise_csv_files/surpriseTable_row354.csv,A
csv_files/surprise_csv_files/surpriseTable_row242.csv,A
csv_files/surprise_csv_files/surpriseTable_row308.csv,A
csv_files/surprise_csv_files/surpriseTable_row155.csv,A
csv_files/surprise_csv_files/surpriseTable_row471.csv,A
csv_files/surprise_csv_files/surpriseTable_row315.csv,A
csv_files/surprise_csv_files/surpriseTable_row50.csv,A
csv_files/surprise_csv_files/surpriseTable_row198.csv,A
csv_files/surprise_csv_files/surpriseTable_row294.csv,A
csv_files/surprise_csv_files/surpriseTable_row367.csv,A
csv_files/surprise_csv_files/surpriseTable_row152.csv,A
csv_files/surprise_csv_files/surpriseTable_row95.csv,A
csv_files/surprise_csv_files/surpriseTable_row279.csv,A
csv_files/surprise_csv_files/surpriseTable_row269.csv,A
csv_files/surprise_csv_files/surpriseTable_row170.csv,A
csv_files/surprise_csv_files/surpriseTable_row87.csv,A
csv_files/surprise_csv_files/surpriseTable_row156.csv,A
csv_files/surprise_csv_files/surpriseTable_row52.csv,A
csv_files/surprise_csv_files/surpriseTable_row282.csv,A
csv_files/surprise_csv_files/surpriseTable_row285.csv,A
csv_files/surprise_csv_files/surpriseTable_row381.csv,A
csv_files/surprise_csv_files/surpriseTable_row99.csv,A
csv_files/surprise_csv_files/surpriseTable_row59.csv,A
csv_files/surprise_csv_files/surpriseTable_row15.csv,A
csv_files/surprise_csv_files/surpriseTable_row374.csv,A
csv_files/surprise_csv_files/surpriseTable_row54.csv,A
csv_files/surprise_csv_files/surpriseTable_row226.csv,A
csv_files/surprise_csv_files/surpriseTable_row16.csv,A
csv_files/surprise_csv_files/surpriseTable_row93.csv,A
csv_files/surprise_csv_files/surpriseTable_row318.csv,A
csv_files/surprise_csv_files/surpriseTable_row258.csv,A
csv_files/surprise_csv_files/surpriseTable_row98.csv,A
csv_files/surprise_csv_files/surpriseTable_row372.csv,A
csv_files/surprise_csv_files/surpriseTable_row301.csv,A
csv_files/surprise_csv_files/surpriseTable_row305.csv,A
csv_files/surprise_csv_files/surpriseTable_row108.csv,A
csv_files/surprise_csv_files/surpriseTable_row444.csv,A
csv_files/surprise_csv_files/surpriseTable_row12.csv,A
csv_files/surprise_csv_files/surpriseTable_row92.csv,A
csv_files/surprise_csv_files/surpriseTable_row210.csv,A
csv_files/surprise_csv_files/surpriseTable_row132.csv,A
csv_files/surprise_csv_files/surpriseTable_row39.csv,A
csv_files/surprise_csv_files/surpriseTable_row408.csv,A
csv_files/surprise_csv_files/surpriseTable_row91.csv,A
csv_files/surprise_csv_files/surpriseTable_row448.csv,A
csv_files/surprise_csv_files/surpriseTable_row432.csv,A
csv_files/surprise_csv_files/surpriseTable_row183.csv,A
csv_files/surprise_csv_files/surpriseTable_row384.csv,A
csv_files/surprise_csv_files/surpriseTable_row370.csv,A
csv_files/surprise_csv_files/surpriseTable_row391.csv,A
csv_files/surprise_csv_files/surpriseTable_row157.csv,A
csv_files/surprise_csv_files/surpriseTable_row194.csv,A
csv_files/surprise_csv_files/surpriseTable_row115.csv,A
csv_files/surprise_csv_files/surpriseTable_row461.csv,A
csv_files/surprise_csv_files/surpriseTable_row311.csv,A
csv_files/surprise_csv_files/surpriseTable_row97.csv,A
csv_files/surprise_csv_files/surpriseTable_row186.csv,A
csv_files/surprise_csv_files/surpriseTable_row387.csv,A
csv_files/surprise_csv_files/surpriseTable_row225.csv,A
csv_files/surprise_csv_files/surpriseTable_row73.csv,A
csv_files/surprise_csv_files/surpriseTable_row245.csv,A
csv_files/surprise_csv_files/surpriseTable_row266.csv,A
csv_files/surprise_csv_files/surpriseTable_row411.csv,A
csv_files/surprise_csv_files/surpriseTable_row79.csv,A
csv_files/surprise_csv_files/surpriseTable_row25.csv,A
csv_files/surprise_csv_files/surpriseTable_row41.csv,A
csv_files/surprise_csv_files/surpriseTable_row160.csv,A
csv_files/surprise_csv_files/surpriseTable_row134.csv,A
csv_files/surprise_csv_files/surpriseTable_row329.csv,A
csv_files/surprise_csv_files/surpriseTable_row337.csv,A
csv_files/surprise_csv_files/surpriseTable_row167.csv,A
csv_files/surprise_csv_files/surpriseTable_row479.csv,A
csv_files/surprise_csv_files/surpriseTable_row13.csv,A
csv_files/surprise_csv_files/surpriseTable_row334.csv,A
csv_files/surprise_csv_files/surpriseTable_row142.csv,A
csv_files/surprise_csv_files/surpriseTable_row48.csv,A
csv_files/surprise_csv_files/surpriseTable_row469.csv,A
csv_files/surprise_csv_files/surpriseTable_row182.csv,A
csv_files/surprise_csv_files/surpriseTable_row19.csv,A
csv_files/surprise_csv_files/surpriseTable_row327.csv,A
csv_files/surprise_csv_files/surpriseTable_row402.csv,A
csv_files/surprise_csv_files/surpriseTable_row425.csv,A
csv_files/surprise_csv_files/surpriseTable_row140.csv,A
csv_files/surprise_csv_files/surpriseTable_row84.csv,A
csv_files/surprise_csv_files/surpriseTable_row414.csv,A
csv_files/surprise_csv_files/surpriseTable_row4.csv,A
csv_files/surprise_csv_files/surpriseTable_row467.csv,A
csv_files/surprise_csv_files/surpriseTable_row34.csv,A
csv_files/surprise_csv_files/surpriseTable_row260.csv,A
csv_files/surprise_csv_files/surpriseTable_row195.csv,A
csv_files/surprise_csv_files/surpriseTable_row397.csv,A
csv_files/surprise_csv_files/surpriseTable_row221.csv,A
csv_files/surprise_csv_files/surpriseTable_row26.csv,A
csv_files/surprise_csv_files/surpriseTable_row206.csv,A
csv_files/surprise_csv_files/surpriseTable_row360.csv,A
csv_files/surprise_csv_files/surpriseTable_row136.csv,A
csv_files/surprise_csv_files/surpriseTable_row237.csv,A
csv_files/surprise_csv_files/surpriseTable_row88.csv,A
csv_files/surprise_csv_files/surpriseTable_row270.csv,A
csv_files/surprise_csv_files/surpriseTable_row212.csv,A
csv_files/surprise_csv_files/surpriseTable_row188.csv,A
csv_files/surprise_csv_files/surpriseTable_row204.csv,A
csv_files/surprise_csv_files/surpriseTable_row331.csv,A
csv_files/surprise_csv_files/surpriseTable_row56.csv,A
csv_files/surprise_csv_files/surpriseTable_row470.csv,A
csv_files/surprise_csv_files/surpriseTable_row341.csv,A
csv_files/surprise_csv_files/surpriseTable_row62.csv,A
csv_files/surprise_csv_files/surpriseTable_row229.csv,A
csv_files/surprise_csv_files/surpriseTable_row5.csv,A
csv_files/surprise_csv_files/surpriseTable_row277.csv,A
csv_files/surprise_csv_files/surpriseTable_row439.csv,A
csv_files/surprise_csv_files/surpriseTable_row314.csv,A
csv_files/surprise_csv_files/surpriseTable_row283.csv,A
csv_files/surprise_csv_files/surpriseTable_row257.csv,A
csv_files/surprise_csv_files/surpriseTable_row128.csv,A
csv_files/surprise_csv_files/surpriseTable_row339.csv,A
csv_files/surprise_csv_files/surpriseTable_row346.csv,A
csv_files/surprise_csv_files/surpriseTable_row307.csv,A
csv_files/surprise_csv_files/surpriseTable_row131.csv,A
csv_files/surprise_csv_files/surpriseTable_row386.csv,A
csv_files/surprise_csv_files/surpriseTable_row464.csv,A
csv_files/surprise_csv_files/surpriseTable_row247.csv,A
csv_files/surprise_csv_files/surpriseTable_row83.csv,A
csv_files/surprise_csv_files/surpriseTable_row338.csv,A
csv_files/surprise_csv_files/surpriseTable_row357.csv,A
csv_files/surprise_csv_files/surpriseTable_row264.csv,A
csv_files/surprise_csv_files/surpriseTable_row191.csv,A
csv_files/surprise_csv_files/surpriseTable_row35.csv,A
csv_files/surprise_csv_files/surpriseTable_row362.csv,A
